50	112	3.625000e-02
50	114	2.460000e-02
50	115	1.265000e-02
50	116	5.426000e-01
50	117	2.865000e-01
50	118	9.042000e-01
50	119	3.205000e-01
50	120	1.216700e+00
50	122	1.728000e-01
50	124	2.161000e-01
51	121	1.883000e-01
51	123	1.409000e-01
52	120	4.600000e-03
52	122	1.253000e-01
52	123	4.370000e-02
52	124	2.319000e-01
52	125	3.437000e-01
52	126	9.125000e-01
52	128	1.526000e+00
52	130	1.627000e+00
53	127	9.975000e-01
54	124	6.940000e-04
54	126	6.020000e-03
54	128	1.200000e-01
54	129	1.480000e+00
54	130	2.360000e-01
54	131	1.175000e+00
54	132	1.421000e+00
54	134	5.210000e-01
54	136	4.240000e-01
55	133	3.671000e-01
56	130	4.600000e-03
56	132	4.400000e-03
56	134	1.052000e-01
56	135	2.868000e-01
56	136	3.417000e-01
56	137	4.887000e-01
56	138	3.120000e+00
57	138	3.970000e-04
57	139	4.401000e-01
58	136	2.170000e-03
58	138	2.930000e-03
58	140	1.034000e+00
58	142	1.299000e-01
59	141	1.737000e-01
60	142	2.268900e-01
60	143	1.018631e-01
60	144	1.990728e-01
60	145	6.934000e-02
60	146	1.434400e-01
60	148	4.795000e-02
60	150	4.695000e-02
62	144	7.810000e-03
62	147	3.811000e-02
62	148	2.860000e-02
62	149	3.510000e-02
62	150	1.880000e-02
62	152	6.800000e-02
62	154	5.780000e-02
63	151	4.548000e-02
63	153	4.965000e-02
64	152	6.700000e-04
64	154	7.240000e-03
64	155	4.915000e-02
64	156	6.797000e-02
64	157	5.198000e-02
64	158	8.248000e-02
64	160	7.261000e-02
65	159	5.907000e-02
66	156	2.160000e-04
66	158	3.710000e-04
66	160	9.040000e-03
66	161	7.300000e-02
66	162	9.850000e-02
66	163	9.620000e-02
66	164	1.089000e-01
67	165	8.986000e-02
68	162	3.500000e-04
68	164	4.109000e-03
68	166	8.584000e-02
68	167	5.856000e-02
68	168	6.842000e-02
68	170	3.813000e-02
69	169	3.700000e-02
70	168	3.230000e-04
70	170	7.551000e-03
70	171	3.547000e-02
70	172	5.423000e-02
70	173	4.007000e-02
70	174	7.907000e-02
70	176	3.170000e-02
71	175	3.480000e-02
71	176	9.230000e-04
72	174	2.750000e-04
72	176	8.920100e-03
72	177	3.159680e-02
72	178	4.635600e-02
72	179	2.314500e-02
72	180	5.960800e-02
73	180	2.580000e-06
73	181	2.098700e-02
74	180	1.530000e-04
74	182	3.384000e-02
74	183	1.828000e-02
74	184	3.913000e-02
74	186	3.630000e-02
75	185	1.965000e-02
75	187	3.289000e-02
76	184	1.330000e-04
76	186	1.072800e-02
76	187	1.108000e-02
76	188	8.952400e-02
76	189	1.091500e-01
76	190	1.775000e-01
76	192	2.756800e-01
77	191	2.403000e-01
77	193	4.045000e-01
78	190	1.850000e-04
78	192	1.062000e-02
78	194	4.473600e-01
78	195	4.590900e-01
78	196	3.425300e-01
78	198	9.721000e-02
79	197	1.955000e-01
80	196	6.300000e-04
80	198	4.110000e-02
80	199	6.970000e-02
80	200	9.530000e-02
80	201	5.440000e-02
80	202	1.233000e-01
80	204	2.830000e-02
81	203	5.450000e-02
81	205	1.300000e-01
82	204	6.457300e-02
82	206	6.103900e-01
82	207	6.708200e-01
82	208	1.912220e+00
83	209	1.388000e-01
90	232	3.512000e-02
92	235	6.700000e-05
92	238	9.238000e-03
